TransactionID,Date,Product,Region,Sales,Quantity
2254,2025-04-04 21:00:00,WidgetA,South,441,7
2255,2025-04-04 22:00:00,WidgetA,East,438,1
2256,2025-04-04 23:00:00,WidgetA,East,441,5
2257,2025-04-05 00:00:00,WidgetA,East,414,6
2258,2025-04-05 01:00:00,WidgetC,East,54,4
2259,2025-04-05 02:00:00,WidgetB,South,369,5
2260,2025-04-05 03:00:00,WidgetC,North,245,10
2261,2025-04-05 04:00:00,WidgetC,South,304,14
2262,2025-04-05 05:00:00,WidgetA,South,66,18
2263,2025-04-05 06:00:00,WidgetC,East,49,1
2264,2025-04-05 07:00:00,WidgetA,North,458,13
2265,2025-04-05 08:00:00,WidgetB,West,242,16
2266,2025-04-05 09:00:00,WidgetA,South,58,19
2267,2025-04-05 10:00:00,WidgetB,East,212,4
2268,2025-04-05 11:00:00,WidgetC,West,369,14
2269,2025-04-05 12:00:00,WidgetA,East,84,3
2270,2025-04-05 13:00:00,WidgetB,South,227,17
2271,2025-04-05 14:00:00,WidgetC,West,468,10
2272,2025-04-05 15:00:00,WidgetB,West,419,15
2273,2025-04-05 16:00:00,WidgetA,West,26,9
2274,2025-04-05 17:00:00,WidgetB,West,26,19
2275,2025-04-05 18:00:00,WidgetB,South,156,17
2276,2025-04-05 19:00:00,WidgetB,North,180,16
2277,2025-04-05 20:00:00,WidgetC,North,66,11
2278,2025-04-05 21:00:00,WidgetB,South,314,5
2279,2025-04-05 22:00:00,WidgetB,North,386,5
2280,2025-04-05 23:00:00,WidgetB,East,255,15
2281,2025-04-06 00:00:00,WidgetB,South,182,9
2282,2025-04-06 01:00:00,WidgetA,East,404,5
2283,2025-04-06 02:00:00,WidgetA,South,196,4
2284,2025-04-06 03:00:00,WidgetC,North,375,3
2285,2025-04-06 04:00:00,WidgetB,North,424,19
2286,2025-04-06 05:00:00,WidgetC,East,481,13
2287,2025-04-06 06:00:00,WidgetB,West,455,16
2288,2025-04-06 07:00:00,WidgetA,North,203,15
2289,2025-04-06 08:00:00,WidgetB,East,235,12
2290,2025-04-06 09:00:00,WidgetC,South,32,16
2291,2025-04-06 10:00:00,WidgetB,North,46,3
2292,2025-04-06 11:00:00,WidgetA,West,178,7
2293,2025-04-06 12:00:00,WidgetC,North,177,14
2294,2025-04-06 13:00:00,WidgetB,North,141,2
2295,2025-04-06 14:00:00,WidgetA,East,67,8
2296,2025-04-06 15:00:00,WidgetB,North,235,2
2297,2025-04-06 16:00:00,WidgetA,West,227,11
2298,2025-04-06 17:00:00,WidgetC,South,321,19
2299,2025-04-06 18:00:00,WidgetC,North,283,14
2300,2025-04-06 19:00:00,WidgetB,South,265,12
2301,2025-04-06 20:00:00,WidgetA,West,76,6
2302,2025-04-06 21:00:00,WidgetC,East,424,17
2303,2025-04-06 22:00:00,WidgetB,North,255,3
2304,2025-04-06 23:00:00,WidgetB,North,268,12
2305,2025-04-07 00:00:00,WidgetB,East,279,13
2306,2025-04-07 01:00:00,WidgetA,North,499,3
2307,2025-04-07 02:00:00,WidgetB,South,395,15
2308,2025-04-07 03:00:00,WidgetA,West,334,11
2309,2025-04-07 04:00:00,WidgetB,South,276,14
2310,2025-04-07 05:00:00,WidgetA,North,440,11
2311,2025-04-07 06:00:00,WidgetB,West,272,5
2312,2025-04-07 07:00:00,WidgetB,West,283,9
2313,2025-04-07 08:00:00,WidgetA,East,145,17
2314,2025-04-07 09:00:00,WidgetC,West,303,17
2315,2025-04-07 10:00:00,WidgetC,North,38,5
2316,2025-04-07 11:00:00,WidgetC,South,239,1
2317,2025-04-07 12:00:00,WidgetA,East,450,1
2318,2025-04-07 13:00:00,WidgetC,West,310,11
2319,2025-04-07 14:00:00,WidgetB,North,358,4
2320,2025-04-07 15:00:00,WidgetA,East,259,17
2321,2025-04-07 16:00:00,WidgetC,North,390,9
2322,2025-04-07 17:00:00,WidgetB,East,20,9
2323,2025-04-07 18:00:00,WidgetB,East,113,18
2324,2025-04-07 19:00:00,WidgetA,West,394,10
2325,2025-04-07 20:00:00,WidgetC,South,497,11
2326,2025-04-07 21:00:00,WidgetB,North,304,10
2327,2025-04-07 22:00:00,WidgetC,West,163,3
2328,2025-04-07 23:00:00,WidgetB,South,447,10
2329,2025-04-08 00:00:00,WidgetB,East,214,17
2330,2025-04-08 01:00:00,WidgetA,East,69,8
2331,2025-04-08 02:00:00,WidgetC,North,347,17
2332,2025-04-08 03:00:00,WidgetB,North,282,19
2333,2025-04-08 04:00:00,WidgetC,West,216,3
2334,2025-04-08 05:00:00,WidgetC,East,132,16
2335,2025-04-08 06:00:00,WidgetC,West,129,5
2336,2025-04-08 07:00:00,WidgetA,North,173,7
2337,2025-04-08 08:00:00,WidgetB,North,450,9
2338,2025-04-08 09:00:00,WidgetC,North,484,8
2339,2025-04-08 10:00:00,WidgetA,South,272,11
2340,2025-04-08 11:00:00,WidgetC,South,95,4
2341,2025-04-08 12:00:00,WidgetA,North,344,12
2342,2025-04-08 13:00:00,WidgetC,East,306,13
2343,2025-04-08 14:00:00,WidgetC,North,270,1
2344,2025-04-08 15:00:00,WidgetC,West,428,12
2345,2025-04-08 16:00:00,WidgetA,East,392,8
2346,2025-04-08 17:00:00,WidgetA,East,282,9
2347,2025-04-08 18:00:00,WidgetB,South,202,9
2348,2025-04-08 19:00:00,WidgetB,East,331,14
2349,2025-04-08 20:00:00,WidgetA,East,134,16
2350,2025-04-08 21:00:00,WidgetB,West,491,18
2351,2025-04-08 22:00:00,WidgetA,East,103,11
2352,2025-04-08 23:00:00,WidgetA,South,377,17
2353,2025-04-09 00:00:00,WidgetA,East,186,19
2354,2025-04-09 01:00:00,WidgetB,West,58,18
2355,2025-04-09 02:00:00,WidgetC,North,334,8
2356,2025-04-09 03:00:00,WidgetB,South,344,2
2357,2025-04-09 04:00:00,WidgetC,North,224,16
2358,2025-04-09 05:00:00,WidgetB,South,485,14
2359,2025-04-09 06:00:00,WidgetC,South,210,7
2360,2025-04-09 07:00:00,WidgetC,East,156,14
2361,2025-04-09 08:00:00,WidgetA,South,53,6
2362,2025-04-09 09:00:00,WidgetB,North,221,15
2363,2025-04-09 10:00:00,WidgetC,East,59,2
2364,2025-04-09 11:00:00,WidgetB,West,56,4
2365,2025-04-09 12:00:00,WidgetA,North,486,6
2366,2025-04-09 13:00:00,WidgetA,West,20,7
2367,2025-04-09 14:00:00,WidgetC,West,140,3
2368,2025-04-09 15:00:00,WidgetA,East,36,5
2369,2025-04-09 16:00:00,WidgetB,West,127,18
2370,2025-04-09 17:00:00,WidgetA,North,347,15
2371,2025-04-09 18:00:00,WidgetA,East,326,5
2372,2025-04-09 19:00:00,WidgetA,South,459,16
2373,2025-04-09 20:00:00,WidgetA,West,325,7
2374,2025-04-09 21:00:00,WidgetB,South,454,5
2375,2025-04-09 22:00:00,WidgetB,South,251,14
2376,2025-04-09 23:00:00,WidgetC,South,230,5
2377,2025-04-10 00:00:00,WidgetA,South,408,2
2378,2025-04-10 01:00:00,WidgetC,East,173,7
2379,2025-04-10 02:00:00,WidgetC,North,286,1
2380,2025-04-10 03:00:00,WidgetB,North,116,7
2381,2025-04-10 04:00:00,WidgetA,South,65,2
2382,2025-04-10 05:00:00,WidgetA,South,361,14
2383,2025-04-10 06:00:00,WidgetB,West,374,17
2384,2025-04-10 07:00:00,WidgetB,South,456,5
2385,2025-04-10 08:00:00,WidgetB,North,290,19
2386,2025-04-10 09:00:00,WidgetA,South,306,4
2387,2025-04-10 10:00:00,WidgetC,North,94,3
2388,2025-04-10 11:00:00,WidgetC,East,347,15
2389,2025-04-10 12:00:00,WidgetA,West,100,18
2390,2025-04-10 13:00:00,WidgetC,West,47,11
2391,2025-04-10 14:00:00,WidgetA,North,384,3
2392,2025-04-10 15:00:00,WidgetA,South,72,2
2393,2025-04-10 16:00:00,WidgetB,East,436,10
2394,2025-04-10 17:00:00,WidgetA,West,443,15
2395,2025-04-10 18:00:00,WidgetB,North,139,18
2396,2025-04-10 19:00:00,WidgetB,South,460,14
2397,2025-04-10 20:00:00,WidgetC,South,43,14
2398,2025-04-10 21:00:00,WidgetB,North,262,19
2399,2025-04-10 22:00:00,WidgetC,North,337,5
2400,2025-04-10 23:00:00,WidgetA,West,346,19
2401,2025-04-11 00:00:00,WidgetC,South,160,16
2402,2025-04-11 01:00:00,WidgetC,East,135,15
2403,2025-04-11 02:00:00,WidgetC,East,408,8
2404,2025-04-11 03:00:00,WidgetA,South,422,12
2405,2025-04-11 04:00:00,WidgetA,West,98,18
2406,2025-04-11 05:00:00,WidgetB,East,296,9
2407,2025-04-11 06:00:00,WidgetA,South,377,5
2408,2025-04-11 07:00:00,WidgetB,East,204,2
2409,2025-04-11 08:00:00,WidgetA,North,311,17
2410,2025-04-11 09:00:00,WidgetC,East,346,15
2411,2025-04-11 10:00:00,WidgetB,West,256,7
2412,2025-04-11 11:00:00,WidgetA,South,49,18
2413,2025-04-11 12:00:00,WidgetA,West,143,3
2414,2025-04-11 13:00:00,WidgetA,South,158,9
2415,2025-04-11 14:00:00,WidgetC,North,238,1
2416,2025-04-11 15:00:00,WidgetB,North,406,13
2417,2025-04-11 16:00:00,WidgetB,North,490,17
2418,2025-04-11 17:00:00,WidgetB,North,121,13
2419,2025-04-11 18:00:00,WidgetA,East,421,12
2420,2025-04-11 19:00:00,WidgetB,North,66,1
2421,2025-04-11 20:00:00,WidgetB,North,245,6
2422,2025-04-11 21:00:00,WidgetA,West,304,1
2423,2025-04-11 22:00:00,WidgetA,North,198,1
2424,2025-04-11 23:00:00,WidgetA,West,470,4
2425,2025-04-12 00:00:00,WidgetA,West,61,14
2426,2025-04-12 01:00:00,WidgetC,North,476,18
2427,2025-04-12 02:00:00,WidgetC,South,422,6
2428,2025-04-12 03:00:00,WidgetB,West,416,18
2429,2025-04-12 04:00:00,WidgetC,East,229,5
2430,2025-04-12 05:00:00,WidgetA,North,201,18
2431,2025-04-12 06:00:00,WidgetC,South,304,1
2432,2025-04-12 07:00:00,WidgetA,West,380,12
2433,2025-04-12 08:00:00,WidgetC,East,269,9
2434,2025-04-12 09:00:00,WidgetA,East,294,5
2435,2025-04-12 10:00:00,WidgetB,North,99,12
2436,2025-04-12 11:00:00,WidgetB,North,336,19
2437,2025-04-12 12:00:00,WidgetC,West,404,8
2438,2025-04-12 13:00:00,WidgetA,East,138,7
2439,2025-04-12 14:00:00,WidgetB,South,448,19
2440,2025-04-12 15:00:00,WidgetA,North,152,2
2441,2025-04-12 16:00:00,WidgetC,North,481,19
2442,2025-04-12 17:00:00,WidgetA,West,450,13
2443,2025-04-12 18:00:00,WidgetA,East,257,3
2444,2025-04-12 19:00:00,WidgetC,North,223,19
2445,2025-04-12 20:00:00,WidgetB,South,175,18
2446,2025-04-12 21:00:00,WidgetC,North,255,10
2447,2025-04-12 22:00:00,WidgetA,East,463,15
2448,2025-04-12 23:00:00,WidgetC,North,411,16
2449,2025-04-13 00:00:00,WidgetC,East,201,4
2450,2025-04-13 01:00:00,WidgetA,North,172,17
2451,2025-04-13 02:00:00,WidgetC,West,31,7
2452,2025-04-13 03:00:00,WidgetB,West,302,7
2453,2025-04-13 04:00:00,WidgetB,North,119,11
2454,2025-04-13 05:00:00,WidgetC,South,467,18
2455,2025-04-13 06:00:00,WidgetA,East,163,7
2456,2025-04-13 07:00:00,WidgetC,West,224,17
2457,2025-04-13 08:00:00,WidgetC,East,226,6
2458,2025-04-13 09:00:00,WidgetB,North,218,17
2459,2025-04-13 10:00:00,WidgetB,North,294,9
2460,2025-04-13 11:00:00,WidgetA,West,391,7
2461,2025-04-13 12:00:00,WidgetA,West,124,16
2462,2025-04-13 13:00:00,WidgetA,North,35,10
2463,2025-04-13 14:00:00,WidgetC,West,450,12
2464,2025-04-13 15:00:00,WidgetC,East,488,14
2465,2025-04-13 16:00:00,WidgetC,North,357,5
2466,2025-04-13 17:00:00,WidgetC,North,476,17
2467,2025-04-13 18:00:00,WidgetA,South,368,7
2468,2025-04-13 19:00:00,WidgetA,West,418,18
2469,2025-04-13 20:00:00,WidgetA,East,181,16
2470,2025-04-13 21:00:00,WidgetC,West,329,14
2471,2025-04-13 22:00:00,WidgetC,North,115,13
2472,2025-04-13 23:00:00,WidgetA,West,159,2
2473,2025-04-14 00:00:00,WidgetB,West,329,3
2474,2025-04-14 01:00:00,WidgetA,East,29,16
2475,2025-04-14 02:00:00,WidgetC,North,128,14
2476,2025-04-14 03:00:00,WidgetC,East,308,12
2477,2025-04-14 04:00:00,WidgetA,East,259,15
2478,2025-04-14 05:00:00,WidgetB,North,124,11
2479,2025-04-14 06:00:00,WidgetB,West,361,10
2480,2025-04-14 07:00:00,WidgetC,East,123,11
2481,2025-04-14 08:00:00,WidgetC,East,158,18
2482,2025-04-14 09:00:00,WidgetC,South,245,4
2483,2025-04-14 10:00:00,WidgetA,East,413,3
2484,2025-04-14 11:00:00,WidgetC,West,48,1
2485,2025-04-14 12:00:00,WidgetC,West,150,1
2486,2025-04-14 13:00:00,WidgetC,South,398,5
2487,2025-04-14 14:00:00,WidgetB,North,161,16
2488,2025-04-14 15:00:00,WidgetB,North,270,10
2489,2025-04-14 16:00:00,WidgetC,North,254,13
2490,2025-04-14 17:00:00,WidgetB,East,287,19
2491,2025-04-14 18:00:00,WidgetB,East,354,4
2492,2025-04-14 19:00:00,WidgetB,West,129,4
2493,2025-04-14 20:00:00,WidgetB,East,493,14
2494,2025-04-14 21:00:00,WidgetA,North,20,7
2495,2025-04-14 22:00:00,WidgetB,South,492,6
2496,2025-04-14 23:00:00,WidgetB,South,255,8
2497,2025-04-15 00:00:00,WidgetB,West,475,8
2498,2025-04-15 01:00:00,WidgetB,South,38,18
2499,2025-04-15 02:00:00,WidgetA,West,199,10
2500,2025-04-15 03:00:00,WidgetA,North,405,8
2501,2025-04-15 04:00:00,WidgetC,South,211,11
2502,2025-04-15 05:00:00,WidgetB,South,24,7
2503,2025-04-15 06:00:00,WidgetB,South,314,16
2504,2025-04-15 07:00:00,WidgetC,North,185,19
2505,2025-04-15 08:00:00,WidgetA,East,141,3
2506,2025-04-15 09:00:00,WidgetC,West,400,4
2507,2025-04-15 10:00:00,WidgetA,South,358,18
2508,2025-04-15 11:00:00,WidgetC,South,249,4
2509,2025-04-15 12:00:00,WidgetC,East,204,10
2510,2025-04-15 13:00:00,WidgetB,West,285,2
2511,2025-04-15 14:00:00,WidgetC,East,229,1
2512,2025-04-15 15:00:00,WidgetA,North,124,17
2513,2025-04-15 16:00:00,WidgetA,West,122,8
2514,2025-04-15 17:00:00,WidgetC,East,360,12
2515,2025-04-15 18:00:00,WidgetA,North,289,7
2516,2025-04-15 19:00:00,WidgetC,South,67,6
2517,2025-04-15 20:00:00,WidgetB,South,302,9
2518,2025-04-15 21:00:00,WidgetB,West,333,15
2519,2025-04-15 22:00:00,WidgetB,North,215,14
2520,2025-04-15 23:00:00,WidgetB,North,293,18
2521,2025-04-16 00:00:00,WidgetC,South,308,16
2522,2025-04-16 01:00:00,WidgetA,West,290,1
2523,2025-04-16 02:00:00,WidgetC,East,479,2
2524,2025-04-16 03:00:00,WidgetA,South,379,5
2525,2025-04-16 04:00:00,WidgetC,North,189,3
2526,2025-04-16 05:00:00,WidgetA,South,430,1
2527,2025-04-16 06:00:00,WidgetA,West,76,2
2528,2025-04-16 07:00:00,WidgetC,West,359,11
2529,2025-04-16 08:00:00,WidgetB,East,23,2
2530,2025-04-16 09:00:00,WidgetC,East,166,12
2531,2025-04-16 10:00:00,WidgetB,North,66,16
2532,2025-04-16 11:00:00,WidgetC,East,52,18
2533,2025-04-16 12:00:00,WidgetA,West,389,3
2534,2025-04-16 13:00:00,WidgetB,West,460,3
2535,2025-04-16 14:00:00,WidgetA,South,294,13
2536,2025-04-16 15:00:00,WidgetA,North,470,11
2537,2025-04-16 16:00:00,WidgetA,East,332,5
2538,2025-04-16 17:00:00,WidgetC,North,499,18
2539,2025-04-16 18:00:00,WidgetA,East,88,10
2540,2025-04-16 19:00:00,WidgetC,North,344,9
2541,2025-04-16 20:00:00,WidgetB,West,282,1
2542,2025-04-16 21:00:00,WidgetA,East,474,3
2543,2025-04-16 22:00:00,WidgetB,North,149,8
2544,2025-04-16 23:00:00,WidgetB,North,97,10
2545,2025-04-17 00:00:00,WidgetC,East,22,3
2546,2025-04-17 01:00:00,WidgetB,North,457,19
2547,2025-04-17 02:00:00,WidgetC,East,356,5
2548,2025-04-17 03:00:00,WidgetC,North,99,3
2549,2025-04-17 04:00:00,WidgetB,West,34,12
2550,2025-04-17 05:00:00,WidgetB,West,134,17
2551,2025-04-17 06:00:00,WidgetB,West,283,15
2552,2025-04-17 07:00:00,WidgetC,West,479,15
2553,2025-04-17 08:00:00,WidgetC,East,102,3
2554,2025-04-17 09:00:00,WidgetB,West,439,15
2555,2025-04-17 10:00:00,WidgetC,North,139,10
2556,2025-04-17 11:00:00,WidgetB,West,151,15
2557,2025-04-17 12:00:00,WidgetC,East,404,2
2558,2025-04-17 13:00:00,WidgetC,East,193,1
2559,2025-04-17 14:00:00,WidgetA,South,200,10
2560,2025-04-17 15:00:00,WidgetA,South,167,2
2561,2025-04-17 16:00:00,WidgetB,North,251,4
2562,2025-04-17 17:00:00,WidgetA,North,265,7
2563,2025-04-17 18:00:00,WidgetC,South,230,4
2564,2025-04-17 19:00:00,WidgetB,East,388,2
2565,2025-04-17 20:00:00,WidgetA,North,286,2
2566,2025-04-17 21:00:00,WidgetB,East,257,1
2567,2025-04-17 22:00:00,WidgetB,East,65,7
2568,2025-04-17 23:00:00,WidgetC,North,245,13
2569,2025-04-18 00:00:00,WidgetA,North,107,4
2570,2025-04-18 01:00:00,WidgetC,East,44,13
2571,2025-04-18 02:00:00,WidgetB,East,490,7
2572,2025-04-18 03:00:00,WidgetB,North,97,6
2573,2025-04-18 04:00:00,WidgetB,West,499,15
2574,2025-04-18 05:00:00,WidgetA,North,31,14
2575,2025-04-18 06:00:00,WidgetC,East,153,6
2576,2025-04-18 07:00:00,WidgetC,East,329,18
2577,2025-04-18 08:00:00,WidgetA,East,390,19
2578,2025-04-18 09:00:00,WidgetC,West,54,7
2579,2025-04-18 10:00:00,WidgetC,West,140,8
2580,2025-04-18 11:00:00,WidgetB,North,351,9
2581,2025-04-18 12:00:00,WidgetB,West,437,14
2582,2025-04-18 13:00:00,WidgetB,West,410,1
2583,2025-04-18 14:00:00,WidgetA,East,428,2
2584,2025-04-18 15:00:00,WidgetB,North,84,2
2585,2025-04-18 16:00:00,WidgetC,South,25,5
2586,2025-04-18 17:00:00,WidgetA,East,451,18
2587,2025-04-18 18:00:00,WidgetC,West,374,3
2588,2025-04-18 19:00:00,WidgetA,East,51,11
2589,2025-04-18 20:00:00,WidgetC,North,367,6
2590,2025-04-18 21:00:00,WidgetA,North,290,18
2591,2025-04-18 22:00:00,WidgetC,West,156,14
2592,2025-04-18 23:00:00,WidgetB,West,274,5
2593,2025-04-19 00:00:00,WidgetA,South,167,1
2594,2025-04-19 01:00:00,WidgetC,West,264,4
2595,2025-04-19 02:00:00,WidgetC,North,363,4
2596,2025-04-19 03:00:00,WidgetC,South,394,15
2597,2025-04-19 04:00:00,WidgetC,East,280,13
2598,2025-04-19 05:00:00,WidgetB,East,172,18
2599,2025-04-19 06:00:00,WidgetB,North,416,5
2600,2025-04-19 07:00:00,WidgetA,West,349,7
2601,2025-04-19 08:00:00,WidgetA,North,97,13
2602,2025-04-19 09:00:00,WidgetC,South,167,4
2603,2025-04-19 10:00:00,WidgetA,North,255,14
2604,2025-04-19 11:00:00,WidgetC,West,57,9
2605,2025-04-19 12:00:00,WidgetA,West,363,2
2606,2025-04-19 13:00:00,WidgetA,East,161,12
2607,2025-04-19 14:00:00,WidgetC,East,166,12
2608,2025-04-19 15:00:00,WidgetB,West,83,1
2609,2025-04-19 16:00:00,WidgetC,West,225,9
2610,2025-04-19 17:00:00,WidgetB,North,389,18
2611,2025-04-19 18:00:00,WidgetA,East,334,15
2612,2025-04-19 19:00:00,WidgetB,East,418,3
2613,2025-04-19 20:00:00,WidgetC,East,446,4
2614,2025-04-19 21:00:00,WidgetA,East,35,12
2615,2025-04-19 22:00:00,WidgetB,North,405,19
2616,2025-04-19 23:00:00,WidgetB,West,458,18
2617,2025-04-20 00:00:00,WidgetC,North,225,2
2618,2025-04-20 01:00:00,WidgetA,North,67,6
2619,2025-04-20 02:00:00,WidgetA,South,455,6
2620,2025-04-20 03:00:00,WidgetB,East,55,2
2621,2025-04-20 04:00:00,WidgetB,North,204,18
2622,2025-04-20 05:00:00,WidgetB,East,213,9
2623,2025-04-20 06:00:00,WidgetA,West,418,7
2624,2025-04-20 07:00:00,WidgetB,West,155,9
2625,2025-04-20 08:00:00,WidgetB,West,32,13
2626,2025-04-20 09:00:00,WidgetA,East,306,16
2627,2025-04-20 10:00:00,WidgetA,North,307,16
2628,2025-04-20 11:00:00,WidgetC,West,36,11
2629,2025-04-20 12:00:00,WidgetA,West,217,4
2630,2025-04-20 13:00:00,WidgetA,North,445,3
2631,2025-04-20 14:00:00,WidgetC,North,409,10
2632,2025-04-20 15:00:00,WidgetA,North,300,7
2633,2025-04-20 16:00:00,WidgetC,West,308,8
2634,2025-04-20 17:00:00,WidgetA,West,159,12
2635,2025-04-20 18:00:00,WidgetC,South,72,13
2636,2025-04-20 19:00:00,WidgetB,North,400,3
2637,2025-04-20 20:00:00,WidgetB,South,185,1
2638,2025-04-20 21:00:00,WidgetB,South,379,17
2639,2025-04-20 22:00:00,WidgetC,East,368,4
2640,2025-04-20 23:00:00,WidgetB,South,438,15
2641,2025-04-21 00:00:00,WidgetA,East,177,5
2642,2025-04-21 01:00:00,WidgetC,South,393,18
2643,2025-04-21 02:00:00,WidgetA,West,219,10
2644,2025-04-21 03:00:00,WidgetA,North,80,3
2645,2025-04-21 04:00:00,WidgetA,West,499,14
2646,2025-04-21 05:00:00,WidgetC,West,439,11
2647,2025-04-21 06:00:00,WidgetA,East,448,6
2648,2025-04-21 07:00:00,WidgetB,West,90,16
2649,2025-04-21 08:00:00,WidgetC,East,150,13
2650,2025-04-21 09:00:00,WidgetB,West,32,14
2651,2025-04-21 10:00:00,WidgetC,North,272,7
2652,2025-04-21 11:00:00,WidgetA,West,423,16
2653,2025-04-21 12:00:00,WidgetB,West,392,8
2654,2025-04-21 13:00:00,WidgetC,East,377,13
2655,2025-04-21 14:00:00,WidgetA,West,124,19
2656,2025-04-21 15:00:00,WidgetA,South,359,6
2657,2025-04-21 16:00:00,WidgetC,East,348,19
2658,2025-04-21 17:00:00,WidgetC,East,459,9
2659,2025-04-21 18:00:00,WidgetC,West,36,16
2660,2025-04-21 19:00:00,WidgetC,East,121,4
2661,2025-04-21 20:00:00,WidgetB,South,118,19
2662,2025-04-21 21:00:00,WidgetC,South,101,4
2663,2025-04-21 22:00:00,WidgetA,North,77,17
2664,2025-04-21 23:00:00,WidgetB,South,145,5
2665,2025-04-22 00:00:00,WidgetA,West,129,4
2666,2025-04-22 01:00:00,WidgetA,South,374,19
2667,2025-04-22 02:00:00,WidgetC,North,253,17
2668,2025-04-22 03:00:00,WidgetB,East,92,5
2669,2025-04-22 04:00:00,WidgetC,South,185,4
2670,2025-04-22 05:00:00,WidgetA,East,243,10
2671,2025-04-22 06:00:00,WidgetC,West,327,3
2672,2025-04-22 07:00:00,WidgetC,North,343,19
2673,2025-04-22 08:00:00,WidgetC,South,325,16
2674,2025-04-22 09:00:00,WidgetC,East,428,6
2675,2025-04-22 10:00:00,WidgetC,North,477,13
2676,2025-04-22 11:00:00,WidgetC,South,241,11
2677,2025-04-22 12:00:00,WidgetB,South,282,18
2678,2025-04-22 13:00:00,WidgetC,West,79,16
2679,2025-04-22 14:00:00,WidgetB,South,439,4
2680,2025-04-22 15:00:00,WidgetC,West,289,3
2681,2025-04-22 16:00:00,WidgetB,South,293,17
2682,2025-04-22 17:00:00,WidgetA,North,434,5
2683,2025-04-22 18:00:00,WidgetB,South,230,15
2684,2025-04-22 19:00:00,WidgetB,West,101,7
2685,2025-04-22 20:00:00,WidgetA,East,428,19
2686,2025-04-22 21:00:00,WidgetC,South,191,12
2687,2025-04-22 22:00:00,WidgetC,South,296,5
2688,2025-04-22 23:00:00,WidgetB,East,99,19
2689,2025-04-23 00:00:00,WidgetC,South,120,11
2690,2025-04-23 01:00:00,WidgetC,North,486,13
2691,2025-04-23 02:00:00,WidgetA,South,281,1
2692,2025-04-23 03:00:00,WidgetC,North,105,5
2693,2025-04-23 04:00:00,WidgetC,North,275,19
2694,2025-04-23 05:00:00,WidgetB,South,457,6
2695,2025-04-23 06:00:00,WidgetC,South,499,16
2696,2025-04-23 07:00:00,WidgetC,South,229,4
2697,2025-04-23 08:00:00,WidgetB,North,150,17
2698,2025-04-23 09:00:00,WidgetB,West,400,13
2699,2025-04-23 10:00:00,WidgetB,East,189,6
2700,2025-04-23 11:00:00,WidgetC,North,458,15
2701,2025-04-23 12:00:00,WidgetC,West,301,2
2702,2025-04-23 13:00:00,WidgetC,South,295,6
2703,2025-04-23 14:00:00,WidgetC,West,225,8
2704,2025-04-23 15:00:00,WidgetC,West,240,9
2705,2025-04-23 16:00:00,WidgetC,South,229,19
2706,2025-04-23 17:00:00,WidgetB,East,233,10
2707,2025-04-23 18:00:00,WidgetB,North,345,11
2708,2025-04-23 19:00:00,WidgetC,West,420,6
2709,2025-04-23 20:00:00,WidgetA,South,205,18
2710,2025-04-23 21:00:00,WidgetB,West,475,10
2711,2025-04-23 22:00:00,WidgetC,North,101,15
2712,2025-04-23 23:00:00,WidgetB,East,247,8
2713,2025-04-24 00:00:00,WidgetA,West,323,15
2714,2025-04-24 01:00:00,WidgetB,East,238,18
2715,2025-04-24 02:00:00,WidgetB,North,97,1
2716,2025-04-24 03:00:00,WidgetB,North,425,19
2717,2025-04-24 04:00:00,WidgetB,West,410,2
2718,2025-04-24 05:00:00,WidgetC,East,26,1
2719,2025-04-24 06:00:00,WidgetA,North,334,8
2720,2025-04-24 07:00:00,WidgetC,North,424,1
2721,2025-04-24 08:00:00,WidgetB,North,470,6
2722,2025-04-24 09:00:00,WidgetB,West,215,18
2723,2025-04-24 10:00:00,WidgetB,East,389,4
2724,2025-04-24 11:00:00,WidgetA,West,340,5
2725,2025-04-24 12:00:00,WidgetA,South,438,1
2726,2025-04-24 13:00:00,WidgetC,West,376,13
2727,2025-04-24 14:00:00,WidgetB,South,441,2
2728,2025-04-24 15:00:00,WidgetA,North,451,17
2729,2025-04-24 16:00:00,WidgetB,East,413,17
2730,2025-04-24 17:00:00,WidgetC,North,208,5
2731,2025-04-24 18:00:00,WidgetC,South,162,5
2732,2025-04-24 19:00:00,WidgetA,South,465,1
2733,2025-04-24 20:00:00,WidgetC,North,80,19
2734,2025-04-24 21:00:00,WidgetA,North,290,11
2735,2025-04-24 22:00:00,WidgetB,West,140,19
2736,2025-04-24 23:00:00,WidgetA,North,128,12
2737,2025-04-25 00:00:00,WidgetC,South,333,2
2738,2025-04-25 01:00:00,WidgetB,East,244,1
2739,2025-04-25 02:00:00,WidgetC,South,48,15
2740,2025-04-25 03:00:00,WidgetB,East,179,8
2741,2025-04-25 04:00:00,WidgetB,East,113,13
2742,2025-04-25 05:00:00,WidgetB,West,338,15
2743,2025-04-25 06:00:00,WidgetB,North,259,3
2744,2025-04-25 07:00:00,WidgetC,West,134,4
2745,2025-04-25 08:00:00,WidgetA,East,357,4
2746,2025-04-25 09:00:00,WidgetB,South,292,11
2747,2025-04-25 10:00:00,WidgetC,South,433,12
2748,2025-04-25 11:00:00,WidgetC,North,115,11
2749,2025-04-25 12:00:00,WidgetC,East,364,9
2750,2025-04-25 13:00:00,WidgetA,South,95,10
2751,2025-04-25 14:00:00,WidgetC,South,392,4
2752,2025-04-25 15:00:00,WidgetC,North,192,3
